번호,제목,링크,글쓴이,작성일,조회,본문,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178
6918207495,제우스 조커픽이 말이 안되는게 안정적임,https://www.fmkorea.com/index.php?mid=lol&document_srl=6918207495&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=366,qawefqwe,2024.04.13,120,조커픽 잡고 망하는걸 거의 못본거같음심지어 망해도 한타로 복구함말도 안되게 매운 극단적인 픽인데결과값이 안정적으로 나옴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886188461,사로 사주 갈드컵 드가자~~,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=7886188461&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=105,asdfwf32,2025.01.03,51,사로 사주 갈드컵 드가자~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073340710,우리매장 오늘 오후 출근했는데 분위기가 안좋네 ㅎ,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=8073340710&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=91,기모찌한기분,2025.02.26,584,베트남 커플 두명 주방에서 일하는디 일 엄청 잘하고 해서 사장님들도 좋게보고 매일 아침마다 커피사주고 일도 조금 일찍 끝나주고 매장 근처에 원룸도 싸고 괜찮은 곳 알아봐주시고 했는디 갑자기 어제 문자로 외국인이라 차별받는게 있다고 문자받으셨다넼ㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7297887276,[티파니/왁파고] 박사님 그 나이 드시고 애들이 하는 폰게임에 미치셔가지구.. / 또 명조에다 쓰실 거라 그러던데. 저희 배터리는 안 사주시고 명조에다 돈을..,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=7297887276&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=136,뚜람,2024.07.28,941,#티파니 #왁파고 #왁타버스 #고멤 #왁체대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825905277,시이발 페르소나3 타르타로스 탑 올라도 끝이 없는데?,https://www.fmkorea.com/index.php?mid=ib&document_srl=5825905277&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=464,에베베베레스트,2023.06.01,472,아니이이 170층쯤에서 40층을 올랐는데 뭐 막혀있는곳이 없다?????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8967276274,자유로운 세팅의 변환이라고 했잖아,https://www.fmkorea.com/index.php?mid=lostark&document_srl=8967276274&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=1,그믐의경계,2025.09.28,205,그럼 어?정가친 코어 어?환불도 해주고 그래야 어?오늘은 이코어가 좋겠군 하면서자유롭게 변환하지 않겠어 어?재학아 한말은 지키자 남자라면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991463159,"[더 애널리스트] 분데스리가의 새로운 센세이션, 비르츠에 관심을 가져야하는 이유.",https://www.fmkorea.com/index.php?mid=football_news&document_srl=3991463159&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=68,"52,000",2021.10.14,1294,"번역기로 돌린 거라 오역 많은 점 양해 부탁드립니다. https://theanalyst.com/eu/2021/10/who-is-florian-wirtz/플로리안 비르츠는 독일 분데스리가 클럽에서 생산한 젊은 재능의 긴 라인 중 가장 최신입니다. 바이엘 레버쿠젠의 10대인 이 선수는 지난달 독일 1부 리그에서 두 자릿수 골을 기록한 최연소 선수가 되었습니다. 따라서 Sacha Pisani는 스포츠 디렉터인 시몬 페스를 인터뷰하여 재능 있는 센세이션에 대한 정보를 얻었습니다. “당신이 야망과 자질을 가지고 있다면, 우리는 당신을 믿고 당신에게 발전할 기회를 줍니다. 개발과 함께 성능도 있습니다. 그렇기 때문에 비르츠에게 뿐만 아니라 클럽으로서도 훌륭한 이야기입니다.”라고 시몬 롤페스는 Stats Perform에 말했습니다. 바이엘 레버쿠젠은 첼시가 2020-21 시즌 초반에 바이 아레나의 독일 스타 카이 하베르츠를 상금하기 위해 클럽 기록 요금을 지불한 후 돈을 탕진할 수 있었습니다. 그의 부재는 노르트라인 베스트팔렌에 눈부신 구멍을 남기고 이적 시장에서 열광적인 검색을 촉발할 예정이었다. 그러나 스포츠 디렉터 롤페스와 레버쿠젠은 다른 생각을 가지고 있었습니다. 블록버스터인 하베르츠 이적에서 회수한 돈을 사용하는 대신 레버쿠젠은 자신의 u19팀에서 18세의 센세이션 플로리안 비르츠로 대체하기로 결정했습니다. 젊음에 대한 레버쿠젠의 믿음과 명확하게 정의된 철학은 이전에도 충분히 도움이 되었으며, 클럽의 최근 원더키드로부터 다시 한 번 보상을 받고 있습니다.홈에서 스트라이커 뒤의 10번 역할이나 딥라잉 플레이메이커로서 비르츠는 경기장에서 모든 것을 할 수 있습니다. 레버쿠젠은 2020년에 쾰른의 비르츠를 높이 평가했습니다. 지역 신문 콜너 익스프레스에서 ""30년 만에 클럽을 거쳐온 최고의 미드필더""로 칭한 바이에른 뮌헨, 보루시아 도르트문트, RB 라이프치히, 리버풀은 비르츠가 쾰른의 소년 시절 주장을 맡은 후 돌고 있었습니다. 2019년 쾰른은 독일 챔피언십의 영광을 누렸지만 레버쿠젠은 결국 영입 레이스에서 우승했습니다. 롤페스는 13세에 비르츠를 처음 보았습니다. 그는 즉시 레버쿠젠 베스트 11에서 확고히 자리 잡은 Brauweiler 태생의 센세이션에 매료되어 빠르게 레버쿠젠의 새 얼굴이 되었습니다. 주니어 시절부터 비르츠는 미드필드에 공간을 만들고 틈을 잘 활용하는 동시에 엄청난 인지도로 득점 기회를 만들어냈습니다. 그의 수비를 가르는 패스 능력은 말할 것도 없습니다. 5년이 지났지만 국제 무대에서 변한 것은 없습니다. 롤페스는 Stats Perform에 ""특별한 선수입니다. “그가 13살 때 그를 처음 보았고 항상 그를 따라다녔습니다. 그가 우리로 이사하기 전에 그와 여러 번 이야기를 나누었고 부모님들에게 우리에게 와서 그의 발전을 가속화하는 것이 올바른 단계라고 확신시키려고 노력했습니다. 나와 클럽 전체는 그가 우리와 함께해서 매우 행복합니다. 흥미로운 점은 13살 때 그를 처음 보았지만 14, 15, 16살에도 여전히 항상 그런 스타일을 가지고 있다는 것입니다. 비르츠는 17세 16일의 나이로 레버쿠젠의 최연소 데뷔 선수가 되어 2019-20 시즌 베르더 브레멘을 4-1로 꺾은 지난 시즌 기록을 경신하며 1군에 빠르게 합류했습니다. 코로나바이러스 히트 캠페인에 몇 차례 출전한 후, 비르츠는 29번의 분데스리가 경기에 출전하여 2020-21년 포스트 하베르츠 시대에 5골과 많은 도움을 기록했습니다. 2021년 2월, 비르츠는 18번째 생일을 맞이하기 전에 리그 역사상 처음으로 5골을 넣은 선수가 되었습니다.그래서, 레버쿠젠과 함께한 그들의 첫 42번의 분데스리가 출전을 통해 비르츠를 하베르츠와 비교할 때, 그들은 어떻게 서로를 비교합니까? 비르츠는 골과 어시스트(각 10)를 동등하게 분배하여 지금까지 그의 최고 비행 경력에서 148분마다 한 번씩 평균 20골을 기록했습니다. 이는 하베르츠가 분데스리가 경력의 같은 단계에서 관리했던 것보다 빠른 속도입니다. 그의 첫 42경기에서 평균 165분 동안 16개의 골을 기록했습니다. 비르츠는 또한 하베르츠의 0.14와 비교하여 90당 평균 0.16의 예상 골로 골 앞에서 더 생산적인 그림자를 보여주었지만 현재 하베르츠는 비르츠에 비해 90분당 65개의 터치로 평균 게임에 더 많이 참여할 수 있었습니다.“비슷하다고는 말하지 않겠습니다. 그들은 뛰어난 자질과 큰 경력을 위한 잠재력 면에서 확실히 비슷합니다.”라고 롤페스가 말했습니다. “결국 카이는 좀 더 앞으로 나아가고 빠른 속도로 깊이 들어가는 데 매우 능숙하다고 말하고 싶습니다. 키가 커서 잘 안 보일 때도 있지만 엄청나게 빠릅니다. 왼발과 좋은 헤딩으로 매우 직접적이고 환상적인 슛과 그의 키와 함께 아주 좋은 헤딩 능력을 보유하고 있습니다. “플로리안 비르츠와 함께라면 포지션 감각이 조금 더 깊어진 것 같아요. 작은 공간에서 더 많은 기술을 말하고 싶습니다. 카이는 자신의 속도를 사용하는 것을 좋아합니다. 그들은 상당히 다릅니다. 그들은 불행히도 반년 동안만 함께 놀고 훈련했습니다. 하나는 오른발, 하나는 왼발이기 때문에 현재 스쿼드에 둘 다 함께 있으면 좋을 것입니다. 그들은 아주 잘 어울릴 것입니다.” 아주 어린 나이부터 많은 관심을 받았기 때문에 일부 플레이어는 과대 광고와 관심 속에 휩쓸리기 쉽습니다. 비르츠 계속해서 기록을 깨고 분데스리가에서 눈부십니다. 이번 시즌 6번째 경기에서 마인츠를 상대로 한 독일 국가대표 선수는 루카스 포돌스키(2004년 쾰른의 경우 18세 353일)보다 208일 어린 독일 1부 리그에서 10골을 넣은 최연소 선수가 되었습니다.이번 시즌 분데스리가에서 7라운드 동안 비르츠(5개)보다 더 많은 어시스트를 기록한 선수는 없습니다. 단 6경기에 출전해 4골을 넣은 그는 예상 골(xG) 골 값이 1.0임에도 불구하고 이미 지난 시즌에 비해 단 1골에 불과합니다. 다른 어떤 선수도 그의 골과 예상 골 사이에 큰 차이가 없습니다. 이번 시즌 분데스리가에서 그의 9골 참여는 도르트문트의 스타 엘링 홀란드(10)만이 능가하는 반면 비르츠는 2021-22 시즌에 최소 3골을 넣은 모든 선수 중 최고의 슛 전환율(36.4%)을 보유하고 있습니다. 비르츠가 유망주에서 진정한 스타로 거듭나면서 모든 것은 그의 마음가짐에 달려 있습니다. “태도가 아주 좋습니다. 선수들과 우리는 카이 하베르츠와 함께 그것을 볼 수 있었고 그들은 자신의 품질을 알고 있습니다. 그들은 18 세이며 자신의 품질을 알고 있기 때문에 자신감이 있습니다. 특별한 선수들은 그것을 느낄 수 있습니다. 경기장에서 직접 느낄 수 있습니다. 다른 좋은 선수들과 함께 플레이하면 이를 처리하고 게임의 다른 속도에 적응할 수 있습니다.”라고 롤페스가 말했습니다. ""그 경우 그들은 꽤 멀리 발전했고 14, 15, 16살 때도 일반적인 빅클럽이 그의 플레이를 지켜봤기 때문에 그들에게 관심이 있다는 것을 알고 있습니다. 플로리안과 카이도 마찬가지입니다. 그들은 항상 자신이 흥미롭고 특별한 선수라는 것을 알고 있습니다."" 2021-22년의 모든 대회에서 비르츠는 이미 유로파리그에서 두 번이나 골을 넣은 적이 있는 18세 이하의 유럽 5대 리그에서 7골 이상을 기록한 유일한 선수입니다. 비르츠는 이번 시즌까지 모든 대회에서 매 47분 간격으로 골에 참여하고 있습니다. 이는 홀란드(51분)보다 최소 500분 이상 앞서 있는 유럽 상위 5개 리그의 모든 선수의 골 참여당 분 비율 최고입니다. 레알 마드리드의 카림 벤제마(52분), 바이에른의 로베르트 레반도프스키(60분), 리버풀의 모하메드 살라(65분). “유소년팀에서는 그와 다른 선수들의 자질의 차이가 훨씬 더 컸습니다. 청소년 게임은 주변에 있습니다. 이제 그는 경기에 큰 영향을 미치고 있지만 공을 잡고 자신의 품질을 사용하려면 더 나은 위치에 있어야합니다. 뛰어난 자질을 가진 선수들은 적절한 공간을 찾는 능력이 있지만, 프로 팀에서는 자신의 위치에서 조금 기다렸다가 자신의 자질을 발휘해야 합니다.”라고 전 레버쿠젠 미드필더 롤페스가 말했습니다.  비르츠가 5월에 겨우 18세 생일을 맞았고 레버쿠젠의 소중한 자산에서 얼마나 많은 성장이 있을 것인지를 기억할 때 그것은 두려운 생각입니다.너무 어리긴 하지만 비르츠는 이미 레버쿠젠의 공격 프로덕션에서 중요합니다. 그는 이번 시즌 분데스리가에서 26개의 오픈 플레이 공격 시퀀스에 참여했으며 클럽의 두 선수만 더 많이 참여했습니다. 그 26명 중 12명은 레버쿠젠 팀 동료보다 더 많은 기회를 만든 사람입니다. “그는 해가 갈수록 향상될 것입니다. 그는 이미 높은 수준을 가지고 있지만. 그의 가장 큰 장점은 유소년 팀에서 볼 수 있듯이 매 경기에서 최선을 다한다는 것입니다. 그가 어디에서 뛰고 있었는지, 어떤 팀 동료와 플레이했는지는 중요하지 않습니다. 1군 U19, U13 등 항상 최선을 다하는 모습을 보였다. 그것은 그가 더 높은 수준에서 적응할 수 있지만 항상 개선하려는 야망이 있고 당신이 개선해야 한다는 것이 그의 발전의 핵심 요소입니다. “때때로 개선은 게임을 바꾸는 것과 관련이 있습니다. 확실히 상대는 그를 방어하고 그를 지켜보고 싶어하므로 개선이 때때로 약간 변경됩니다. 나는 그가 개발할 올바른 사고 방식을 가지고 있기 때문에 그가 훌륭한 경력을 가질 것이라고 완전히 확신합니다. 그걸 지키면 18세 어리고, 정말 젊고, 성격도 강해지고.. 그게 정상이야. 우리는 모두 우리가 18살에 어떻게 지냈는지 알고 있지만 그의 사고 방식과 발전을 유지한다면 환상적인 경력을 가질 것입니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066896536,조 마쉬한테 셀메 사달라고 하면 사주냐?,https://www.fmkorea.com/index.php?mid=lol&document_srl=3066896536&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=224,V10V4,2020.08.31,217,이제 lck도 언어의 장벽을 넘을 때 됐잖아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066184812,선착순 1명 푸르콘,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=3066184812&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=379,asd01224,2020.08.31,111,사주세요.. 제발!!!!!!!!!!!!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8218804206,도현이 증명하는구나,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=8218804206&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=76,성머풍,2025.04.06,302,오퍼 개잘쓴다 사주는 맛 있다 이번판,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010262194,[HLE]T1은 페이커 대신할 미드 하나 키워두긴 해야할듯,https://www.fmkorea.com/index.php?mid=lol&document_srl=8010262194&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=164,응애애옹,2025.02.09,6251,다른 게 아니라 손목 저거 완치가 없는 거라 자칫하면 대타로 나갈 수 있게포비는 솔직히 막 와 시발 존나 못한다는 아닌데 1군은 확실히 아니잖아롤도 이제 끝물이라 유망주 뭐 없나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818357196,좆트넘-라우타로 BBC 떴다 ㅋㅋㅋㅋㅋ,https://www.fmkorea.com/index.php?mid=subculture&document_srl=3818357196&search_keyword=%ED%83%80%EB%A1%9C&search_target=title_content&page=114,닭집수준ㅋㅋ,2021.08.08,115,아니 ㅋㅋㅋㅋㅋzzㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889285463,선물하려고 하는데 골라주세요(아노락),https://www.fmkorea.com/index.php?mid=fashion&document_srl=3889285463&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=105,네이비몬,2021.09.04,396,무난한거 좋아하는 애라서안튀는거 사주려고 합니다 20대후반이고 덩치큼니다1. 나이키 2. 노페아니면 다른 브랜드도 추천해주시면 감사하겟슴니다!20마넌 아래로요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732400553,나비효과 오진다 ㅅㅂ,https://www.fmkorea.com/index.php?mid=digital&document_srl=2732400553&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=109,동전부자,2020.02.20,278,지금 6년째 같은 곳에서 근무중.신입때 동기 2명한테 각각 치킨 얻어먹고 PC 견적 + 조립해준 이후로 컴퓨터 잘한다고 소문 남.그 이후로 1. 독수리 타법 아재들이 막히는거 있을때마다 부름. (개나소나 다 부름...)2. 부서 NAS 셋업 이후 관리 전담 (이건 처음 설치할때 실적으로 쳐줘서 그나마 ㅇㅈ)3. 몇년 전에는 어떤 과장이 친척집 PC 고치러 같이 고향 내려가자고 제안함. 님 도르신? 시전...4. 이후에도 주기적으로 PC 한번 사양봐달라 노트북 봐달라...다른부서로 옮기기 전까지는 무한반복일거같다...이 글을 굳이 쓰는건 이번에 커피 한잔 안사주고 견적 받아간 어떤 선배가 사후관리 해달라는 소리 하는거 듣고 빡쳐서 써봄...시발...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7973856812,승질난 전여친과 바람쐬는 착샷,https://www.fmkorea.com/index.php?mid=fashion&document_srl=7973856812&search_keyword=%EC%82%AC%EC%A3%BC&search_target=title_content&page=15,제이케일라,2025.01.29,11940,명절에 항상 전부치는거 도와주는데 올해 못 도와줌.. 연휴동안 큰 위기감을 느낌.. 본가에 아들 맡기고좋아하는 떡볶이 먹고 커피 마시고 눈치보는중나도 발 춥다고 어그 사달라고 틈새 어필했는데씨알도 안먹힘..봄에 입으면 젊은 친구들에게 쳐 발릴듯 싶어미리 데님셋업 입어봄샤넬백은 못사주니 쇼핑백 정도만..형아들 새해 복 많이 받아,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378135760,[ 솜먕 공지 ] 다람쥐 솜먕 방송 후기 + 0515 방송 공지 !,https://www.fmkorea.com/index.php?mid=afreecatv&document_srl=8378135760&search_keyword=%EC%9A%B4%EC%84%B8&search_target=title_content&page=10,시크릿가든,2025.05.14,165,0514 다람쥐 솜먕 방송 후기 + 0515 방송 공지 !솜먕(myang0315)2025-05-14 23:09:02조회23상세정보 안녕하솜! 비타민 다람쥐 솜먕입니당!! 헤헤 오늘 방송도 짱 짱 즐겁게 끝내고~!!맛있는 집밥 저녁을 먹고! 밤 산책을 하고!후기와 공지를 쓰러 왔어요!!  오늘은 [ 오늘의 운세는? ] 컨텐츠를 진행했는데요!별자리 운세와 타로카드를 맛있게 버무려서 해본 컨텐츠였는데다들 재밌게 봐주셔서 너무 즐겁게 진행 할 수 있었습니당 헤헤 그리고 오늘은 노래 방송도 함께 진행했습니다!!2차 오프라인 오디션 직전에 노래 연습을 너무 많이 해서... ㅠ.ㅠ목상태가 좀 안 좋았었지만!! 이젠 왕왕 회복을 해서 노래 방송까지 진행을 했어요~!기뿌다 기뿌다 헤헤 오늘 방송도 재밌게 봐주셔서 너무 감사드립니다!!!덕분에 저도 오늘 너무너무 즐겁게 할 수 있었던거 같아요!! >ㅁ<5월 15일 방송 공지 입니다!5월 15일도 고정 시간 오후 1시에 찾아올 예정이예요!5월 15일에는 공겜 핀볼 + 공포게임을 진행합니다!공겜 핀볼은 2시 쯤 시작합니다~!저는... 정말 이 세상 제일 가는 쫄보 다람쥐인데요ㅠㅠㅠ 후우 그래도 용기 내서 공포게임을 진행해보겠숩니다!!처음으로 심박수 체크 되는 시계도 차고 할건데제 심박수가 어디까지 올라갈지 모르겠네요 두근...솔직히... 벌써... 너무 무셔운데요.....내일 꼭 자리해주셔서... 응원해주시믄...감사드리겠습니다!!!!!!!!! ㅠㅁㅠ구럼 비타민 다람쥐 솜먕이는 내일 오후 1시에 오겠습니다!!내일 만나용!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967745015,임상협은 특이한 윙어임,https://www.fmkorea.com/index.php?mid=football_korean&document_srl=2967745015&search_keyword=%EA%B6%81%ED%95%A9&search_target=title_content&page=25,경남혼관러,2020.06.29,205,스타일이 드리블러가 아니라서..주저앉은 팀한테는 답답한 모습 많지만인천처럼 상대팀이 라인 다올리면 좋은 자원이지일단 수비 빡시게 하고 동화감독때처럼높은위치에서 전방박아두고 침투시키면 매우좋다. 그런데 수원에선 그냥 수비만 하드라.킥력이랑 공간 뛰는거로 국대갔으니아길라르 오면 찰떡궁합일듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
